Vin,Engine_Desc,Transmission_Desc,Body_Style,Platform,Repair_Age,Km,Customer_Verbatim,Correction_Verbatim,Causal_Part_Nm,Transaction_Category,Totalcost,Lbrcost,Reporting_Cost,Dealer_Name,Repair_Dlr_City,State,Dealer_Region,Combined_Text,Clean_Text,Generated_Tags
1Hcryded2Nz208869,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 8 Spd, 8L90, Atss, Cpa, Gen 1",Extended Cab,Full-Size Trucks,23,26802,"Customer Reports After Heated Steering Wheel Retrofit, Steering Wheel Is Off Centre Now. Check And Advise / /",Test Drove And Confirmed Customer Complaint Brought In Scanned And Che Cked Bulletins Require More Time To Remove Air Bag Andlookat Steering Wheel Auth C. J. 1327 Jan 23 2023 St Approx 1.0 Disabled Srs System Removed Air Bag And Steering Wheel Foundsteeringwheel Is Off Center Repaired Splines In Order To Get Steering Wheel Lined Up Lined Steering Wheel Up With Where Steering Wheel Iskeyed Put Back On Torqued To S Pecification Put Air Bag Back Test Drove And Confirmed Steering Wheel Is Now Strait Not Asstraiton Some Roads Depending On Road Crown,Wheel Asm-Strg *Jet Black,Freg,127.98,127.98,121.88,Novacar Sales,Kelowna,Bc,1,"Customer Reports After Heated Steering Wheel Retrofit, Steering Wheel Is Off Centre Now. Check And Advise / / Test Drove And Confirmed Customer Complaint Brought In Scanned And Che Cked Bulletins Require More Time To Remove Air Bag Andlookat Steering Wheel Auth C. J. 1327 Jan 23 2023 St Approx 1.0 Disabled Srs System Removed Air Bag And Steering Wheel Foundsteeringwheel Is Off Center Repaired Splines In Order To Get Steering Wheel Lined Up Lined Steering Wheel Up With Where Steering Wheel Iskeyed Put Back On Torqued To S Pecification Put Air Bag Back Test Drove And Confirmed Steering Wheel Is Now Strait Not Asstraiton Some Roads Depending On Road Crown",customer reports after heated steering wheel retrofit steering wheel is off centre now check and advise   test drove and confirmed customer complaint brought in scanned and che cked bulletins require more time to remove air bag andlookat steering wheel auth c j  jan   st approx  disabled srs system removed air bag and steering wheel foundsteeringwheel is off center repaired splines in order to get steering wheel lined up lined steering wheel up with where steering wheel iskeyed put back on torqued to s pecification put air bag back test drove and confirmed steering wheel is now strait not asstraiton some roads depending on road crown,"['steering_issue', 'heat_issue']"
5Haerbkw0Lj197079,"Gas, 6 Cyl, V6, 3.6L, Sidi, Dohc, Atss, Gen 1+","Transmission Byt 9 Spd, 9T65, Etrs Gen 1",4 Door Utility,Crossover Suv,49,39870,C.S Steering Wheel Stitching Seems To Be Coming Apart On Top Right Han D Corner,Replaced Steering Wheel,Wheel Asm-Strg *Black,Freg_Pol,200,68.86,200,Crestline Auto Co.,Houston,Tx,1,C.S Steering Wheel Stitching Seems To Be Coming Apart On Top Right Han D Corner Replaced Steering Wheel,cs steering wheel stitching seems to be coming apart on top right han d corner replaced steering wheel,['steering_issue']
1Hyksdrs0Sz164445,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2","Transmission Byt 9 Spd, 9T65, Etrs Gen 1",4 Door Utility,Global Crossover Vehicles,9,9090,Customer States Installed Steering Wheel,Pre Approval Number 496720400000 Heated Steering Wheel Light Not Worki Ng Trace To Faulty Light In Switch Replaced Steering Wheel.,Wheel Asm-Strg *Black,Freg,1712.85,81.85,1712.85,Goldengate Motors,Wilmington,De,1,Customer States Installed Steering Wheel Pre Approval Number 496720400000 Heated Steering Wheel Light Not Worki Ng Trace To Faulty Light In Switch Replaced Steering Wheel.,customer states installed steering wheel pre approval number  heated steering wheel light not worki ng trace to faulty light in switch replaced steering wheel,"['steering_issue', 'heat_issue']"
1H1Jd5Sb0L4142407,"Gas, 4 Cyl, 1.4L, Mfi, Dohc, Turbo, Vvt, Alum, Gme E85 Max","Byt 6 Spd, Hmd, X23F",4 Door Sedan,Global Gamma Vehicles,39,9109,Cs The Steering Wheel Is Pealing And Separating-Install Sop Refer To Ro 412613,Replaced Steering Wheel Sop Ordered On Ro 412613,Wheel Asm-Strg *Jet Black,Freg_Pol,412.41,62.4,412.41,Luxeline Auto,West Mifflin,Pa,1,Cs The Steering Wheel Is Pealing And Separating-Install Sop Refer To Ro 412613 Replaced Steering Wheel Sop Ordered On Ro 412613,cs the steering wheel is pealing and separatinginstall sop refer to ro  replaced steering wheel sop ordered on ro ,['steering_issue']
1Hykn9Rs3Nz156257,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2","Transmission Byt 9 Spd, 9T65, Etrs Gen 1",4 Door Utility,Global Crossover Vehicles,13,29915,Steering Wheel Molding Came Off,"Steering Wheel Cover Replacement Part In Backorder, Order Control 36683082",Cover-Strg Whl Spoke *Hi Gloss V-C,Freg,960.87,22.93,828.34,Riverstone Car Sales,Leon,Gj,1,"Steering Wheel Molding Came Off Steering Wheel Cover Replacement Part In Backorder, Order Control 36683082",steering wheel molding came off steering wheel cover replacement part in backorder order control ,['steering_issue']
1Hrs9Eed9Mz268771,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",Crew Cab,Full-Size Trucks,35,80805,"C/S The Steering Wheel Is Peeling In Some Areas. Customer Request Assi Stance To Replace Steering Wheel. Approved, Sop Here",Replaced Steering Wheel Assembly. Customer To Pay Warranty Deductible,Wheel Asm-Strg *Black,Freg_Pol,143.68,70.76,143.68,Primeedge Motors,Clearwater,Fl,1,"C/S The Steering Wheel Is Peeling In Some Areas. Customer Request Assi Stance To Replace Steering Wheel. Approved, Sop Here Replaced Steering Wheel Assembly. Customer To Pay Warranty Deductible",cs the steering wheel is peeling in some areas customer request assi stance to replace steering wheel approved sop here replaced steering wheel assembly customer to pay warranty deductible,"['steering_issue', 'material_wear']"
1Hks2Jkl7Sr422793,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",4 Door Utility,Full-Size Utility,5,12323,"Cust States The Stitching On Steering Wheel Is Loose, Please Check And Advise.",Replaced Steering Wheel,Wheel Asm-Strg *Fawn,Freg,963.92,56.55,963.92,Platinum Peak Auto,Taylor,Mi,1,"Cust States The Stitching On Steering Wheel Is Loose, Please Check And Advise. Replaced Steering Wheel",cust states the stitching on steering wheel is loose please check and advise replaced steering wheel,['steering_issue']
1Hyknhrs5Nz163005,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2","Transmission Byt 9 Spd, 9T65, Etrs Gen 1",4 Door Utility,Global Crossover Vehicles,16,26760,Customer State Bezel On Steering Wheel Is Coming Apart. Part Ordered A Nd In Stock For Install,Replaced Cover,Cover-Strg Whl Spoke *Hi Gloss V-C,Freg,697.51,65.86,697.51,Silverridge Motors,Fairfield,Oh,1,Customer State Bezel On Steering Wheel Is Coming Apart. Part Ordered A Nd In Stock For Install Replaced Cover,customer state bezel on steering wheel is coming apart part ordered a nd in stock for install replaced cover,['steering_issue']
3Hcfyhed7Nh206711,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 8 Spd, 8L90, Atss, Cpa, Gen 1",Crew Cab,Full-Size Trucks,21,31458,"Customer States That The Cruise Control Is Not Working, Customer States That They Will Enable The Cruise Control Using The Buttonbut The Vehicle Will Not Hold The Speed. Please Advise Ok Part Warranty Refer To Previous Repair Order 27724 1.16.24 @ 19373 Miles.Ok Replacement Of Complete Steering Wheel Vs. Switch Only Replacement To Ensure Integrity Of Repair Mike A. 1.26.24 @ 11:04 Am Prasubmitted And Apporved For Replacement Of Steering Wheel Pra # 496887800000 Mike A. 1.26.24 @ 11:48 Am Ok R Authorization Forrepeat Repair, Part Concern No Tech Error Mike A.","Replaced Steering Wheel And Retested Operation, Verified All Steering Wheel Switches Operating As Intended. 19547-19550 Mt",Wheel Asm-Strg *Jet Black,Freg,250.47,77.69,250.47,Westbay Auto Traders,Temecula,Ca,1,"Customer States That The Cruise Control Is Not Working, Customer States That They Will Enable The Cruise Control Using The Buttonbut The Vehicle Will Not Hold The Speed. Please Advise Ok Part Warranty Refer To Previous Repair Order 27724 1.16.24 @ 19373 Miles.Ok Replacement Of Complete Steering Wheel Vs. Switch Only Replacement To Ensure Integrity Of Repair Mike A. 1.26.24 @ 11:04 Am Prasubmitted And Apporved For Replacement Of Steering Wheel Pra # 496887800000 Mike A. 1.26.24 @ 11:48 Am Ok R Authorization Forrepeat Repair, Part Concern No Tech Error Mike A. Replaced Steering Wheel And Retested Operation, Verified All Steering Wheel Switches Operating As Intended. 19547-19550 Mt",customer states that the cruise control is not working customer states that they will enable the cruise control using the buttonbut the vehicle will not hold the speed please advise ok part warranty refer to previous repair order     milesok replacement of complete steering wheel vs switch only replacement to ensure integrity of repair mike a    am prasubmitted and apporved for replacement of steering wheel pra   mike a    am ok r authorization forrepeat repair part concern no tech error mike a replaced steering wheel and retested operation verified all steering wheel switches operating as intended  mt,"['steering_issue', 'cruise_control']"
1H1Fw6S02N4102661,Unknown,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",4 Door Sedan,Global Gamma,31,59355,Heated Volan Devarque By Itself Intermittent Customer Must Return Them,Replaced Heated Steering Module,Module Asm-Strg Whl Ht Cont,Freg,124.57,102.14,108.35,Sunsetdrive Motors,Berthierville,Pq,1,Heated Volan Devarque By Itself Intermittent Customer Must Return Them Replaced Heated Steering Module,heated volan devarque by itself intermittent customer must return them replaced heated steering module,"['electronics', 'steering_issue', 'heat_issue']"
1Hyfzfr46Sf102560,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3","Byt 9 Spd, 9T50, Etrs Gen 1",4 Door Utility,Global Epsilon Ii,16,24304,#Update#Customer States Vehicle'S Steering Wheel Was Smoking Out Of Theright Side Of Wheel And After Steering Wheel Heater Was Shutoff Smoking Stopped. Please Check And Advise.C/S: Sop Install Parts Here Per Drew H. - History Ro 431014 - Steering Wheel -Customerto See Rob C.,"Installed Steering Wheel From Last Visit, Tested All Functions, Everything Is Fine Now",Wheel Asm-Strg *Jet Black,Freg,394.32,201.15,394.32,Eaglewing Auto Sales,Reno,Nv,1,"#Update#Customer States Vehicle'S Steering Wheel Was Smoking Out Of Theright Side Of Wheel And After Steering Wheel Heater Was Shutoff Smoking Stopped. Please Check And Advise.C/S: Sop Install Parts Here Per Drew H. - History Ro 431014 - Steering Wheel -Customerto See Rob C. Installed Steering Wheel From Last Visit, Tested All Functions, Everything Is Fine Now",updatecustomer states vehicles steering wheel was smoking out of theright side of wheel and after steering wheel heater was shutoff smoking stopped please check and advisecs sop install parts here per drew h  history ro   steering wheel customerto see rob c installed steering wheel from last visit tested all functions everything is fine now,"['steering_issue', 'heat_issue']"
1H1Fz6S01N4111553,Unknown,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",4 Door Sedan,Global Gamma,17,40734,Customer States Heated Steering Wheel Is Not Working,Diagnose Heated Steering Wheel Does Not Get Warm With No Codes Setting . Test And Found Button Lights When Depressed And Goes Offright Away. Verify Fuse F26Da Is Getting Power. Remove Airbag Assembly And Verify Power To Heated Steering Module. Dissasemlbeand Test Circuits For St Eering Wheel Heater And Found Heater Circuit Open. Reassemble And Orde R New Steering Wheel Assembly.Installed New Steering Wheel At 2Nd Visit And Verify Proper Operation.,Wheel Asm-Strg *Jet Black,Freg,603.59,191.16,579.72,Roadking Car Traders,Lancaster,Pa,1,Customer States Heated Steering Wheel Is Not Working Diagnose Heated Steering Wheel Does Not Get Warm With No Codes Setting . Test And Found Button Lights When Depressed And Goes Offright Away. Verify Fuse F26Da Is Getting Power. Remove Airbag Assembly And Verify Power To Heated Steering Module. Dissasemlbeand Test Circuits For St Eering Wheel Heater And Found Heater Circuit Open. Reassemble And Orde R New Steering Wheel Assembly.Installed New Steering Wheel At 2Nd Visit And Verify Proper Operation.,customer states heated steering wheel is not working diagnose heated steering wheel does not get warm with no codes setting  test and found button lights when depressed and goes offright away verify fuse fda is getting power remove airbag assembly and verify power to heated steering module dissasemlbeand test circuits for st eering wheel heater and found heater circuit open reassemble and orde r new steering wheel assemblyinstalled new steering wheel at nd visit and verify proper operation,"['electronics', 'steering_issue', 'heat_issue']"
1H1Fz6S08N4104213,Unknown,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",4 Door Sedan,Global Gamma,19,24507,Customer States Super Cruise Does Not Work. Diagnose And Advise.,"C-S Super Cruise Inop. Verified Super Cruise Is Inop. Scan Dtc'S. B290 A Flow Chart Doc Id #4862361 - Verified No Other Dtc'S Setinactive S Afety Control Module, And Has Communication. Cleared Dtc. Dtc B290A Re Sets. Replaced Steering Wheel. Clear Dtc Testdrove.No Dtcs Setting At This Time. Cruise Is Working. Not In An Area For Supercruise. Diagnos Is On Ro 142670",Wheel Asm-Strg *Jet Black,Freg,1656.85,151.92,1655.49,Novadrive Motors,Villa Park,Il,1,"Customer States Super Cruise Does Not Work. Diagnose And Advise. C-S Super Cruise Inop. Verified Super Cruise Is Inop. Scan Dtc'S. B290 A Flow Chart Doc Id #4862361 - Verified No Other Dtc'S Setinactive S Afety Control Module, And Has Communication. Cleared Dtc. Dtc B290A Re Sets. Replaced Steering Wheel. Clear Dtc Testdrove.No Dtcs Setting At This Time. Cruise Is Working. Not In An Area For Supercruise. Diagnos Is On Ro 142670",customer states super cruise does not work diagnose and advise cs super cruise inop verified super cruise is inop scan dtcs b a flow chart doc id   verified no other dtcs setinactive s afety control module and has communication cleared dtc dtc ba re sets replaced steering wheel clear dtc testdroveno dtcs setting at this time cruise is working not in an area for supercruise diagnos is on ro ,"['electronics', 'steering_issue', 'cruise_control']"
1Hc4Ysey6Sf164779,"Diesel, 8 Cyl, 6.6L, Di, V8, Turbo, Duramax, Gen 5 Var. 1","Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",Crew Cab,Full-Size Trucks,14,16932,Ck Heated Steering Wheel Inop,0130/0.4/0.3 Total/0.7 Replaced Steering.Wontheat Up,Wheel Asm-Strg *Very Dark At,Freg,513.95,158.65,513.95,Grandview Auto Sales,Simi Valley,Ca,1,Ck Heated Steering Wheel Inop 0130/0.4/0.3 Total/0.7 Replaced Steering.Wontheat Up,ck heated steering wheel inop  total replaced steeringwontheat up,"['steering_issue', 'heat_issue']"
3Hnkbkrsxss106498,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2","Byt 9 Spd, 9T65, Gen 1",4 Door Utility,Crossover Suv,4,5248,Customer Complaint Steering Wheel Has Buble Under Leather,"1Replaced Steering Wheel, All Ok","Wheel,Strg *Jet Black",Freg,362.69,40.15,320.96,Apexstreet Auto,Kapuskasing,On,1,"Customer Complaint Steering Wheel Has Buble Under Leather 1Replaced Steering Wheel, All Ok",customer complaint steering wheel has buble under leather replaced steering wheel all ok,"['steering_issue', 'material_wear']"
1H1Ff1R79N0134651,"Gas, 8 Cyl, 6.2L, Di, Afm, Vvt, Ho, Alum, Gmna","Byt 10 Spd, 10L80, Grx, Var 1, Gen 1",2 Door Coupe,Alpha,18,16169,C/S Steering Wheel Cover Loose And Moving.,Replaced Steering Wheel For Cover Being Loose Inside.,Wheel Asm-Strg *Jet Black,Freg,687.11,244.54,687.11,Urbanshore Motors,Sanford,Fl,1,C/S Steering Wheel Cover Loose And Moving. Replaced Steering Wheel For Cover Being Loose Inside.,cs steering wheel cover loose and moving replaced steering wheel for cover being loose inside,['steering_issue']
1Hys4Rkl3Sr469754,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",4 Door Utility,Full-Size Utility,2,3801,Rear Wiper Not Working Cust Thawed Out Veh And Jiggled The Control Arm A Couple Times Then It Worked After Trying Several Timescustthinks Signal Is Not Getting Fromn Front To Back Wiring Cust Has A Video Of The Process He Performed Diagnose Report,Diagnose And Report Rear Wipers Inop Test And Found Dtcs U1134U0131U1615B19F2 U1103 U1132 Check Lin Bus Value Fixed At 6 Voltsnottoggling --Remove Rear Panels And Disconnect Rear 3 Row Seat Not Working And Rear Wiper Still Has Lin Bus Issue ---Recheckvoltagestill Stuck At 6 Volts ---Called Tac Opened Case 9-11734286785 Spoke With Josh ---After Following Diagnostics For B19F2 Sym00 Itsaid Follow Other Dtcs First ----He Corrected Issue By Saying To Diagnose B19F2 First ---Diagnosis Lead To Replacement Ofheatedsteering Wheel ---Order Part ---Re Assemble All Loose Panels ----Installed Steering Wheel And Clear Dtcs Test All Acc All Ok,Wheel Asm-Strg *Black,Freg,1335.14,61.95,1181.54,Blueline Auto Traders,Pembroke,On,1,Rear Wiper Not Working Cust Thawed Out Veh And Jiggled The Control Arm A Couple Times Then It Worked After Trying Several Timescustthinks Signal Is Not Getting Fromn Front To Back Wiring Cust Has A Video Of The Process He Performed Diagnose Report Diagnose And Report Rear Wipers Inop Test And Found Dtcs U1134U0131U1615B19F2 U1103 U1132 Check Lin Bus Value Fixed At 6 Voltsnottoggling --Remove Rear Panels And Disconnect Rear 3 Row Seat Not Working And Rear Wiper Still Has Lin Bus Issue ---Recheckvoltagestill Stuck At 6 Volts ---Called Tac Opened Case 9-11734286785 Spoke With Josh ---After Following Diagnostics For B19F2 Sym00 Itsaid Follow Other Dtcs First ----He Corrected Issue By Saying To Diagnose B19F2 First ---Diagnosis Lead To Replacement Ofheatedsteering Wheel ---Order Part ---Re Assemble All Loose Panels ----Installed Steering Wheel And Clear Dtcs Test All Acc All Ok,rear wiper not working cust thawed out veh and jiggled the control arm a couple times then it worked after trying several timescustthinks signal is not getting fromn front to back wiring cust has a video of the process he performed diagnose report diagnose and report rear wipers inop test and found dtcs uuubf u u check lin bus value fixed at  voltsnottoggling remove rear panels and disconnect rear  row seat not working and rear wiper still has lin bus issue recheckvoltagestill stuck at  volts called tac opened case  spoke with josh after following diagnostics for bf sym itsaid follow other dtcs first he corrected issue by saying to diagnose bf first diagnosis lead to replacement ofheatedsteering wheel order part re assemble all loose panels installed steering wheel and clear dtcs test all acc all ok,"['electronics', 'steering_issue', 'heat_issue']"
3Hrffhel3Sh345370,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",Crew Cab,Full-Size Trucks,4,4004,"Cust States The Steering Wheel Stitching Is Coming Apart, Please Check And Advise.",Replaced Steering Wheel Assembly Under Warranty Due To Manfacturer Defect. Complete.,Wheel Asm-Strg *Very Dark At,Freg,474.01,72.84,474.01,Swiftedge Car Sales,Conway,Ar,1,"Cust States The Steering Wheel Stitching Is Coming Apart, Please Check And Advise. Replaced Steering Wheel Assembly Under Warranty Due To Manfacturer Defect. Complete.",cust states the steering wheel stitching is coming apart please check and advise replaced steering wheel assembly under warranty due to manfacturer defect complete,['steering_issue']
3Hrf9Eer4Mh149522,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V","Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",Crew Cab,Full-Size Trucks,39,61234,Guest States Steering Wheel Inserts Right And Left Are Peeling (Sop He Re),Verified Concern Replaced Steering Wheel Spoke Cover,Applique Asm-Strg Whl Tr Spoke Cvr *Vulcan,Freg_Pol,389.71,135.54,389.71,Royalauto Traders,Sunrise,Fl,1,Guest States Steering Wheel Inserts Right And Left Are Peeling (Sop He Re) Verified Concern Replaced Steering Wheel Spoke Cover,guest states steering wheel inserts right and left are peeling sop he re verified concern replaced steering wheel spoke cover,"['steering_issue', 'material_wear']"
1Hrs8Ded5Mz161956,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 8 Spd, 8L90, Atss, Cpa, Gen 1",Crew Cab,Full-Size Trucks,33,38285,Electrical System C S Customer States Cruze Con Trol Does Not Work Properly You Can T See How Muc H Speed You Areaddingordecreasingas Well Veh Icle Does Not Adjust Speed While Having A Vehicle In Front,Replaced Steering Wheel Horn Switch Wiring Harness And Clock Spring And Steering Wheel Airbag Coil Verified Thatsteeringwheelvolumeand Radio Controls Were Working And They Are Now Working As Designed Customers Concern Was Addressed Labor Code0020St,Harness Asm-Strg Whl Horn Sw Wrg,Freg,674.27,500.07,674.27,Crestridge Motors,Laredo,Tx,1,Electrical System C S Customer States Cruze Con Trol Does Not Work Properly You Can T See How Muc H Speed You Areaddingordecreasingas Well Veh Icle Does Not Adjust Speed While Having A Vehicle In Front Replaced Steering Wheel Horn Switch Wiring Harness And Clock Spring And Steering Wheel Airbag Coil Verified Thatsteeringwheelvolumeand Radio Controls Were Working And They Are Now Working As Designed Customers Concern Was Addressed Labor Code0020St,electrical system c s customer states cruze con trol does not work properly you can t see how muc h speed you areaddingordecreasingas well veh icle does not adjust speed while having a vehicle in front replaced steering wheel horn switch wiring harness and clock spring and steering wheel airbag coil verified thatsteeringwheelvolumeand radio controls were working and they are now working as designed customers concern was addressed labor codest,"['electronics', 'steering_issue']"
1Hnskdkd4Nr281286,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",4 Door Utility,Full-Size Utility,21,55915,8 Info: Information Customer States Vehicle Steering Wheel Is Making A Clicking Noise And Rattling While Driving.,Replaced Loose Applique,Applique Asm-Strg Whl Tr Spoke Cvr *Synthesis,Freg,121.14,96.36,121.14,Horizonwheel Auto,Metairie,La,1,8 Info: Information Customer States Vehicle Steering Wheel Is Making A Clicking Noise And Rattling While Driving. Replaced Loose Applique, info information customer states vehicle steering wheel is making a clicking noise and rattling while driving replaced loose applique,['steering_issue']
3Hrffcer2Nh609121,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V","Byt 10 Spd, 10L80, Atss, Etrs, Cpa, Gen 2",Crew Cab,Full-Size Trucks,15,42217,Customer States Heated Steering Wheel Only Gets Lukewarm Not Hot.,Removed Old Steering Wheel And Installed New One. Tried New Steering Wheel And New One Heats Properly. All Okay Now...,Wheel Asm-Strg *Black,Freg,535.75,90.83,474.12,Bluestream Motors,Sudbury,On,1,Customer States Heated Steering Wheel Only Gets Lukewarm Not Hot. Removed Old Steering Wheel And Installed New One. Tried New Steering Wheel And New One Heats Properly. All Okay Now...,customer states heated steering wheel only gets lukewarm not hot removed old steering wheel and installed new one tried new steering wheel and new one heats properly all okay now,"['steering_issue', 'heat_issue']"
1H6Dc5Rk2L0132064,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3","Byt 8 Spd, 8L45, Bas+",4 Door Sedan,Luxury Car-2,46,13580,Sop Is In Per Customer The Leather Wrap On The Back Of Steering Wheel Is Loose Sop Is In Approved By Pra,Corr- (0130) Replaced Steering Wheel,Wheel Asm-Strg *Jet Black,Freg,394.83,108,394.83,Libertypeak Auto Sales,Glendale,Az,1,Sop Is In Per Customer The Leather Wrap On The Back Of Steering Wheel Is Loose Sop Is In Approved By Pra Corr- (0130) Replaced Steering Wheel,sop is in per customer the leather wrap on the back of steering wheel is loose sop is in approved by pra corr  replaced steering wheel,"['steering_issue', 'material_wear']"
